time(s),raw_intensity,transmitted_intensity,polarization_angle(deg),gw_metric_factor,epsilon(J/m^3),pressure(J/m^3),spin_density
0.0000000000000007209787,1,0.000000000000000000000000000000003749399456654644,180,1,1236580676065771100000000000000000,185498748053203100000000000000000,35165049069577184
0.00000000000000072652469,1,0.000000000000000000000000000000003749399456654644,180,1,1223817139013626200000000000000000,183584082581291000000000000000000,34983097904754320
0.00000000000000073207068,1,0.000000000000000000000000000000003749399456654644,180,1,1211742195302199800000000000000000,181772713688483760000000000000000,34810087550912590
0.00000000000000073761667,1,0.000000000000000000000000000000003749399456654644,180,1,1200318695292880600000000000000000,180059068488249020000000000000000,34645615816332096
0.0000000000000007431626599999999,1,0.000000000000000000000000000000003749399456654644,180,1,1189511493571565200000000000000000,178437874754932000000000000000000,34489295347564948
0.0000000000000007487086499999999,1,0.000000000000000000000000000000003749399456654644,180,1,1179287340820663800000000000000000,176904144702718450000000000000000,34340753352549852
0.0000000000000007542546399999999,1,0.000000000000000000000000000000003749399456654644,180,1,1169614781524617000000000000000000,175453159639762900000000000000000,34199631306852084
0.00000000000000075980063,1,0.000000000000000000000000000000003749399456654644,180,1,1160464057194202700000000000000000,174080455450264760000000000000000,34065584644831836
0.00000000000000076534662,1,0.000000000000000000000000000000003749399456654644,180,1,1151807014811898000000000000000000,172781808859818420000000000000000,33938282437564490
0.00000000000000077089261,1,0.000000000000000000000000000000003749399456654644,180,1,1143617020216614800000000000000000,171553224441776860000000000000000,33817407059332844
0.0000000000000007764386,1,0.000000000000000000000000000000003749399456654644,180,1,1135868876161333700000000000000000,170390922324647880000000000000000,33702653844487290
0.00000000000000078198459,1,0.000000000000000000000000000000003749399456654644,180,1,1128538744791532800000000000000000,169291326562699600000000000000000,33593730736426590
0.00000000000000078753058,1,0.000000000000000000000000000000003749399456654644,180,1,1121604074305906100000000000000000,168251054133992260000000000000000,33490357930394028
0.00000000000000079307657,1,0.000000000000000000000000000000003749399456654644,180,1,1115043529573741800000000000000000,167266904531984300000000000000000,33392267511712076
0.00000000000000079862256,1,0.000000000000000000000000000000003749399456654644,180,1,1108836926495493200000000000000000,166335849918688060000000000000000,33299203090997436
0.00000000000000080416855,1,0.000000000000000000000000000000003749399456654644,180,1,1102965169904601500000000000000000,165455025809076960000000000000000,33210919437808424
0.00000000000000080971454,1,0.000000000000000000000000000000003749399456654644,180,1,1097410194819517200000000000000000,164621722258082000000000000000000,33127182114081440
0.00000000000000081526053,1,0.000000000000000000000000000000003749399456654644,180,1,1092154910865176600000000000000000,163833375523061660000000000000000,33047767108613810
0.00000000000000082080652,1,0.000000000000000000000000000000003749399456654644,180,1,1087183149692942000000000000000000,163087560176091520000000000000000,32972460473749028
0.00000000000000082635250999999995,1,0.000000000000000000000000000000003749399456654644,180,1,1082479615237240500000000000000000,162381981641805500000000000000000,32901057965318388
0.0000000000000008318984999999999,1,0.000000000000000000000000000000003749399456654644,180,1,1078029836655855100000000000000000,161714469137828510000000000000000,32833364686791620
0.0000000000000008374444899999999,1,0.000000000000000000000000000000003749399456654644,180,1,1073820123809092600000000000000000,161082968996080330000000000000000,32769194738490180
0.00000000000000084299048,1,0.000000000000000000000000000000003749399456654644,180,1,1069837525140850800000000000000000,160485538344401830000000000000000,32708370872619916
0.00000000000000084853647,1,0.000000000000000000000000000000003749399456654644,180,1,1066069787832003600000000000000000,159920339129063300000000000000000,32650724154787188
0.00000000000000085408246,1,0.000000000000000000000000000000003749399456654644,180,1,1062505320103512200000000000000000,159385632459763340000000000000000,32596093632573708
0.00000000000000085962845,1,0.000000000000000000000000000000003749399456654644,180,1,1059133155553287000000000000000000,158879773259720790000000000000000,32544326011661188
0.00000000000000086517444,1,0.000000000000000000000000000000003749399456654644,180,1,1055942919417074400000000000000000,158401205204397300000000000000000,32495275339917868
0.00000000000000087072043,1,0.000000000000000000000000000000003749399456654644,180,1,1052924796649573000000000000000000,157948455933280380000000000000000,32448802699784980
0.00000000000000087626642,1,0.000000000000000000000000000000003749399456654644,180,1,1050069501727572400000000000000000,157520132519993820000000000000000,32404775909232460
0.00000000000000088181241,1,0.000000000000000000000000000000003749399456654644,180,1,1047368250082215600000000000000000,157114917186798840000000000000000,32363069231490012
0.0000000000000008873584,1,0.000000000000000000000000000000003749399456654644,180,1,1044812731072490800000000000000000,156731563250300500000000000000000,32323563093701332
0.00000000000000089290439,1,0.000000000000000000000000000000003749399456654644,180,1,1042395082416805600000000000000000,156368891285885880000000000000000,32286143814596464
0.00000000000000089845038,1,0.000000000000000000000000000000003749399456654644,180,1,1040107866003977200000000000000000,156025785499092680000000000000000,32250703341229276
0.00000000000000090399637,1,0.000000000000000000000000000000003749399456654644,180,1,1037944045009223400000000000000000,155701190292745060000000000000000,32217138994783868
0.00000000000000090954236,1,0.000000000000000000000000000000003749399456654644,180,1,1035896962244742500000000000000000,155394107019293400000000000000000,32185353225415170
0.00000000000000091508835,1,0.000000000000000000000000000000003749399456654644,180,1,1033960319678285200000000000000000,155103590908367740000000000000000,32155253376054824
0.00000000000000092063434,1,0.000000000000000000000000000000003749399456654644,180,1,1032128159056696700000000000000000,154828748160090800000000000000000,32126751455083296
0.00000000000000092618033,1,0.000000000000000000000000000000003749399456654644,180,1,1030394843574821300000000000000000,154568733195207800000000000000000,32099763917742780
0.00000000000000093172632,1,0.000000000000000000000000000000003749399456654644,180,1,1028755040533369600000000000000000,154322746053573310000000000000000,32074211456142920
0.00000000000000093727231,1,0.000000000000000000000000000000003749399456654644,180,1,1027203704932394600000000000000000,154090029932990640000000000000000,32050018797691750
0.0000000000000009428183,1,0.000000000000000000000000000000003749399456654644,180,1,1025736063949900700000000000000000,153869868860831600000000000000000,32027114511768004
0.00000000000000094836429,1,0.000000000000000000000000000000003749399456654644,180,1,1024347602257832500000000000000000,153661585491273580000000000000000,32005430824437164
0.00000000000000095391028,1,0.000000000000000000000000000000003749399456654644,180,1,1023034048130265700000000000000000,153464539021376000000000000000000,31984903441002692
0.0000000000000009594562699999999,1,0.000000000000000000000000000000003749399456654644,180,1,1021791360301062800000000000000000,153278123219585490000000000000000,31965471376174990
0.0000000000000009650022599999999,1,0.000000000000000000000000000000003749399456654644,180,1,1020615715530557900000000000000000,153101764560603560000000000000000,31947076791633972
0.0000000000000009705482499999999,1,0.000000000000000000000000000000003749399456654644,180,1,1019503496843019800000000000000000,152934920460878890000000000000000,31929664840756156
0.00000000000000097609424,1,0.000000000000000000000000000000003749399456654644,180,1,1018451282398704400000000000000000,152777077609295150000000000000000,31913183520274256
0.00000000000000098164023,1,0.000000000000000000000000000000003749399456654644,180,1,1017455834966260800000000000000000,152627750387918840000000000000000,31897583528635220
0.00000000000000098718622,1,0.000000000000000000000000000000003749399456654644,180,1,1016514091963100000000000000000000,152486479377948000000000000000000,31882818130822436
0.00000000000000099273221,1,0.000000000000000000000000000000003749399456654644,180,1,1015623156033087800000000000000000,152352829946265400000000000000000,31868843029408644
0.0000000000000009982782,1,0.000000000000000000000000000000003749399456654644,180,1,1014780286132571200000000000000000,152226390908247800000000000000000,31855616241607556
0.00000000000000100382419,1,0.000000000000000000000000000000003749399456654644,180,1,1013982889097312200000000000000000,152106773262716200000000000000000,31843097982095150
0.00000000000000100937018,1,0.000000000000000000000000000000003749399456654644,180,1,1013228511664389700000000000000000,151993608995136900000000000000000,31831250551374664
0.00000000000000101491617,1,0.000000000000000000000000000000003749399456654644,180,1,1012514832924515700000000000000000,151886549945388960000000000000000,31820038229463456
0.00000000000000102046216,1,0.000000000000000000000000000000003749399456654644,180,1,1011839657181552400000000000000000,151785266736616690000000000000000,31809427174684430
0.00000000000000102600815,1,0.000000000000000000000000000000003749399456654644,180,1,1011200907197257800000000000000000,151689447761870300000000000000000,31799385327349612
0.00000000000000103155414,1,0.000000000000000000000000000000003749399456654644,180,1,1010596617800476700000000000000000,151598798225417490000000000000000,31789882318128776
0.00000000000000103710013,1,0.000000000000000000000000000000003749399456654644,180,1,1010024929841117800000000000000000,151513039235776730000000000000000,31780889380901816
0.00000000000000104264612,1,0.000000000000000000000000000000003749399456654644,180,1,1009484084470312000000000000000000,151431906947681170000000000000000,31772379269899068
0.00000000000000104819211,1,0.000000000000000000000000000000003749399456654644,180,1,1008972417729158400000000000000000,151355151750333960000000000000000,31764326180940130
0.0000000000000010537381,1,0.000000000000000000000000000000003749399456654644,180,1,1008488355429405800000000000000000,151282537499457330000000000000000,31756705676587516
0.00000000000000105928409,1,0.000000000000000000000000000000003749399456654644,180,1,1008030408310322900000000000000000,151213840790772520000000000000000,31749494615037936
0.00000000000000106483008,1,0.000000000000000000000000000000003749399456654644,180,1,1007597167456855400000000000000000,151148850272675920000000000000000,31742671082579920
0.00000000000000107037607,1,0.000000000000000000000000000000003749399456654644,180,1,1007187299964973000000000000000000,151087365995996000000000000000000,31736214329452920
0.00000000000000107592206,1,0.000000000000000000000000000000003749399456654644,180,1,1006799544840871900000000000000000,151029198798831260000000000000000,31730104708949068
0.00000000000000108146805,1,0.000000000000000000000000000000003749399456654644,180,1,1006432709121415000000000000000000,150974169724576180000000000000000,31724323619604800
0.00000000000000108701404,1,0.000000000000000000000000000000003749399456654644,180,1,1006085664203874700000000000000000,150922109471344600000000000000000,31718853450335730
0.00000000000000109256003,1,0.000000000000000000000000000000003749399456654644,180,1,1005757342373686600000000000000000,150872857871096920000000000000000,31713677528373884
0.00000000000000109810602,1,0.000000000000000000000000000000003749399456654644,180,1,1005446733519529800000000000000000,150826263396868530000000000000000,31708780069872284
